Transaction_ID,City,Property_Type,Rooms,Floor,Area_SQM,Price_ILS,Build_Year,Transaction_Date,Has_Elevator,Has_Parking,Balcony_SQM
10123,Ramat Gan,Apartment,3.5,4,98.3,3444000.0,1989.0,2025-10-13,True,True,0.0
10124,Tel Aviv,Apartment,4.0,2,51.8,2039000.0,2016.0,2024-04-28,False,True,0.0
10125,Tel Aviv,Apartment,2.5,14,105.6,4923000.0,1989.0,2025-07-06,True,False,0.0
10126,Ramat Gan,Apartment,4.0,10,113.1,3769000.0,2001.0,2025-02-02,True,True,31.9
10127,Rishon LeZion,Apartment,2.5,13,76.3,2322000.0,1970.0,2026-04-13,True,True,46.6
10128,Rishon LeZion,Apartment,3.0,2,55.0,1483000.0,1986.0,2024-11-26,False,True,46.4
10129,Tel Aviv,Penthouse,6.0,19,241.3,12815000.0,1983.0,2024-09-23,True,True,0.0
10130,Jerusalem,Apartment,4.0,1,89.7,2645000.0,1998.0,2025-06-03,True,False,38.1
10131,Ramat Gan,Apartment,5.0,6,109.8,4153000.0,1977.0,2025-11-25,True,True,39.9
10132,Tel Aviv,Apartment,4.0,10,64.8,2711000.0,2004.0,2025-04-24,True,True,41.4
10133,Tel Aviv,Apartment,2.5,2,106.0,5152000.0,1971.0,2024-05-13,True,True,30.7
10134,Ramat Gan,Apartment,3.0,6,91.4,2917000.0,2008.0,2025-11-23,True,False,0.0
10135,Petah Tikva,Apartment,2.0,5,118.2,2797000.0,1990.0,2026-07-04,True,True,39.3
10136,Ramat Gan,Apartment,4.5,5,64.9,2248000.0,1981.0,2026-07-23,True,True,9.8
10137,Jerusalem,Penthouse,6.0,14,211.8,10138000.0,2003.0,2024-12-20,True,True,10.3
10138,Haifa,Apartment,4.0,14,89.7,2280000.0,2023.0,2025-08-06,True,False,0.0
10139,Ramat Gan,Apartment,2.0,9,54.6,1743000.0,1984.0,2025-05-12,True,True,49.3
10140,Petah Tikva,Apartment,2.5,12,110.1,2635000.0,2010.0,2025-09-16,True,True,15.9
10141,Petah Tikva,Apartment,2.0,4,72.6,1624000.0,1966.0,2024-04-16,True,False,34.1
10142,Ramat Gan,Apartment,3.0,6,69.8,2450000.0,1965.0,2024-10-16,True,False,18.7
10143,Jerusalem,Villa,4.5,0,204.4,7877000.0,1983.0,2026-04-04,False,True,0.0
10144,Ramat Gan,Apartment,4.5,10,71.5,2803000.0,1978.0,2025-09-20,True,False,31.7
10145,Ramat Gan,Apartment,2.0,4,55.0,2173000.0,1968.0,2025-09-23,True,True,0.0
10146,Tel Aviv,Villa,4.5,0,256.5,13367000.0,1995.0,2024-05-26,False,False,16.8
10147,Haifa,Apartment,2.5,7,68.9,1546000.0,1999.0,2024-11-22,True,True,0.0
10148,Jerusalem,Apartment,5.0,11,94.8,3447000.0,1983.0,2025-02-18,True,True,0.0
10149,Tel Aviv,Villa,4.0,0,233.8,13787000.0,2007.0,2024-07-28,False,False,8.5
10150,Ramat Gan,Apartment,3.5,9,128.4,3825000.0,2022.0,2024-10-22,True,False,0.0
10151,Petah Tikva,Apartment,2.5,7,95.2,2252000.0,2012.0,2025-02-01,True,True,
10152,Tel Aviv,Apartment,5.0,9,127.4,5598000.0,2013.0,2024-04-12,True,False,37.7
10153,Tel Aviv,Apartment,2.5,1,68.0,2812000.0,2001.0,2025-09-27,False,True,10.0
10154,Jerusalem,Apartment,4.0,7,93.6,2768000.0,2004.0,2026-01-26,True,False,32.4
10155,Petah Tikva,Villa,4.5,0,230.8,5964000.0,1973.0,2025-05-22,False,True,
10156,Tel Aviv,Apartment,4.0,7,93.5,4388000.0,1988.0,2026-06-09,True,True,7.6
10157,Haifa,Apartment,4.5,6,84.3,1762000.0,1965.0,2026-05-17,True,True,0.0
10158,Rishon LeZion,Apartment,4.5,6,103.5,2464000.0,1966.0,2024-07-27,True,True,8.7
10159,Tel Aviv,Apartment,4.0,3,93.6,3872000.0,1996.0,2026-07-21,True,True,
10160,Haifa,Apartment,2.5,8,78.5,1926000.0,2012.0,2025-03-03,True,True,0.0
10161,Ramat Gan,Villa,6.5,0,249.5,11584000.0,1977.0,2025-01-27,False,True,0.0
10162,Haifa,Apartment,2.5,5,76.4,1710000.0,1997.0,2026-04-05,True,False,0.0
10163,Haifa,Apartment,2.0,6,60.1,1318000.0,2018.0,2026-07-04,True,True,0.0
10164,Jerusalem,Apartment,4.5,4,69.1,2568000.0,1960.0,2024-04-18,True,True,0.0
10165,Tel Aviv,Apartment,4.5,10,94.6,3875000.0,2003.0,2026-06-07,True,True,33.5
10166,Rishon LeZion,Apartment,3.5,8,122.7,3086000.0,2006.0,2024-12-13,True,True,0.0
10167,Ramat Gan,Apartment,4.5,4,79.8,2619000.0,1994.0,2024-02-19,True,True,5.4
10168,Tel Aviv,Apartment,3.0,11,112.0,4545000.0,,2026-07-04,True,True,20.5
10169,Tel Aviv,Villa,4.5,0,254.7,13256000.0,2011.0,2024-04-14,False,True,26.7
10170,Jerusalem,Apartment,4.5,12,72.1,2632000.0,1967.0,2025-02-23,True,True,13.3
10171,Haifa,Apartment,3.0,9,123.2,2868000.0,2000.0,2025-01-07,True,True,27.1
10172,Tel Aviv,Apartment,3.5,10,94.6,4145000.0,1962.0,2024-01-27,True,True,0.0
10173,Jerusalem,Apartment,3.0,3,121.8,4474000.0,1973.0,2026-03-10,False,False,0.0
10174,Tel Aviv,Apartment,2.5,6,66.2,2575000.0,1985.0,2026-02-07,True,True,20.6
10175,Haifa,Apartment,4.0,5,115.6,2375000.0,2017.0,2024-09-29,True,False,33.3
10176,Tel Aviv,Apartment,4.0,14,56.7,2602000.0,1999.0,2025-10-10,True,True,6.9
10177,Haifa,Cottage,6.5,0,251.0,6428000.0,,2024-12-05,False,False,12.7
10178,Ramat Gan,Villa,5.5,0,346.8,12554000.0,1964.0,2024-10-27,False,True,0.0
10179,Petah Tikva,Apartment,3.0,13,129.8,3151000.0,1991.0,2025-04-24,True,True,21.0
10180,Tel Aviv,Villa,6.0,0,176.0,9929000.0,1960.0,2026-04-13,False,False,22.6
10181,Ramat Gan,Apartment,3.5,3,107.5,3986000.0,2013.0,2025-06-27,False,True,0.0
10182,Tel Aviv,Cottage,4.0,0,296.3,15275000.0,1970.0,2025-07-10,False,True,0.0
10183,Petah Tikva,Apartment,3.0,13,123.5,2921000.0,2012.0,2024-09-21,True,True,0.0
10184,Rishon LeZion,Apartment,3.0,12,87.7,2118000.0,1967.0,2025-06-25,True,False,0.0
10185,Ramat Gan,Penthouse,4.5,16,153.1,6814000.0,1984.0,2025-08-18,True,True,25.6
10186,Haifa,Penthouse,4.5,16,142.6,3707000.0,1999.0,2024-06-14,True,True,17.3
10187,Rishon LeZion,Apartment,2.5,8,107.5,3353000.0,1991.0,2024-11-11,True,False,0.0
10188,Jerusalem,Apartment,3.0,2,86.0,2774000.0,1987.0,2024-01-01,True,True,0.0
10189,Jerusalem,Apartment,3.5,9,96.2,2955000.0,1962.0,2026-01-30,True,False,49.7
10190,Tel Aviv,Apartment,3.5,12,128.3,6235000.0,2021.0,2024-09-17,True,True,12.6
10191,Tel Aviv,Apartment,4.0,4,58.5,2631000.0,1986.0,2024-03-03,True,False,0.0
10192,Rishon LeZion,Apartment,2.0,8,64.0,1660000.0,2004.0,2025-04-27,True,True,27.7
10193,Petah Tikva,Cottage,4.5,0,317.4,9545000.0,1984.0,2025-11-06,False,True,33.7
10194,Haifa,Apartment,4.0,3,91.0,2273000.0,2020.0,2024-11-16,True,True,12.7
10195,Ramat Gan,Apartment,2.0,5,74.3,2735000.0,2003.0,2026-04-25,True,True,43.7
10196,Ramat Gan,Apartment,4.5,14,68.6,2075000.0,2005.0,2024-07-19,True,True,28.9
10197,Haifa,Penthouse,6.0,17,204.6,6104000.0,1973.0,2024-08-09,True,True,23.5
10198,Rishon LeZion,Cottage,4.0,0,183.8,5999000.0,1967.0,2024-05-31,False,True,0.0
10199,Rishon LeZion,Apartment,3.5,14,119.2,2921000.0,2007.0,2025-10-05,True,True,33.6
10200,Rishon LeZion,Apartment,3.0,3,114.2,2885000.0,1973.0,2025-09-17,False,True,6.9
10201,Haifa,Apartment,2.0,1,109.2,2739000.0,2024.0,2025-04-06,True,True,50.0
10202,Tel Aviv,Villa,5.0,0,321.7,14871000.0,1966.0,2024-08-04,False,True,0.0
10203,Tel Aviv,Apartment,4.5,3,105.9,5127000.0,2008.0,2024-07-14,True,True,7.8
10204,Rishon LeZion,Penthouse,6.0,17,214.5,7608000.0,2014.0,2026-03-03,True,True,43.4
10205,Haifa,Apartment,3.5,7,100.8,2232000.0,1972.0,2024-07-20,True,True,0.0
10206,Tel Aviv,Apartment,4.0,8,93.3,3578000.0,2015.0,2025-10-08,True,False,41.7
10207,Tel Aviv,Apartment,2.0,14,95.4,4704000.0,2015.0,2024-08-21,True,True,43.3
10208,Haifa,Apartment,4.0,14,73.8,1591000.0,1974.0,2024-05-20,True,True,33.2
10209,Tel Aviv,Apartment,4.0,14,55.2,2514000.0,2016.0,2025-12-08,True,True,0.0
10210,Tel Aviv,Cottage,6.5,0,216.1,11266000.0,2017.0,2025-05-12,False,False,0.0
10211,Jerusalem,Apartment,2.5,8,56.3,1941000.0,1994.0,2025-07-08,True,True,0.0
10212,Haifa,Apartment,3.0,1,84.3,2156000.0,1975.0,2024-02-26,False,False,35.2
10213,Haifa,Apartment,4.5,14,91.7,2083000.0,1967.0,2026-07-20,True,True,0.0
10214,Tel Aviv,Apartment,2.5,4,89.1,3889000.0,2004.0,2025-05-18,True,False,29.5
10215,Haifa,Apartment,4.5,9,103.5,2646000.0,1999.0,2024-05-21,True,True,0.0
10216,Tel Aviv,Penthouse,6.0,28,123.3,7521000.0,2013.0,2025-12-22,True,True,0.0
10217,Ramat Gan,Apartment,3.0,8,84.8,2788000.0,1973.0,2025-08-06,True,True,8.5
10218,Haifa,Apartment,3.0,9,63.2,1263000.0,2018.0,2026-01-05,True,False,0.0
10219,Haifa,Apartment,4.0,5,97.3,2414000.0,2012.0,2025-06-22,True,False,11.3
10220,Rishon LeZion,Apartment,4.0,4,60.5,1595000.0,1986.0,2025-10-01,True,True,23.8
10221,Haifa,Apartment,3.5,12,102.2,2410000.0,2006.0,2024-04-15,True,True,0.0
10222,Jerusalem,Villa,6.0,0,298.7,11547000.0,1965.0,2024-06-13,False,True,30.2
10223,Tel Aviv,Apartment,3.0,7,121.3,4965000.0,2014.0,2024-08-02,True,True,22.1
10224,Ramat Gan,Apartment,3.5,13,53.7,1937000.0,2003.0,2024-03-11,True,True,7.2
10225,Ramat Gan,Apartment,3.5,12,86.0,2613000.0,1977.0,2025-12-16,True,True,0.0
10226,Tel Aviv,Apartment,2.5,3,98.9,4335000.0,1975.0,2025-10-26,False,False,49.4
10227,Petah Tikva,Apartment,4.0,8,93.0,2358000.0,1971.0,2025-08-01,True,True,46.0
10228,Ramat Gan,Cottage,4.0,0,316.7,11959000.0,1979.0,2024-03-30,False,True,0.0
10229,Rishon LeZion,Penthouse,4.5,5,224.3,8617000.0,2004.0,2026-02-10,True,True,9.7
10230,Haifa,Apartment,3.0,14,53.6,1325000.0,2023.0,2026-05-23,True,False,15.8
10231,Rishon LeZion,Apartment,2.5,8,99.4,2956000.0,2018.0,2024-08-15,True,False,0.0
10232,Jerusalem,Apartment,4.5,3,96.0,2688000.0,1981.0,2024-03-19,False,True,21.0
10233,Jerusalem,Apartment,2.0,11,86.0,2539000.0,2006.0,2025-08-30,True,False,0.0
10234,Jerusalem,Villa,4.5,0,228.0,8990000.0,1988.0,2024-12-14,False,False,16.0
10235,Tel Aviv,Apartment,4.5,8,107.1,5448000.0,2004.0,2026-04-21,True,True,0.0
10236,Haifa,Apartment,4.5,1,126.4,3130000.0,1968.0,2026-06-12,False,True,0.0
10237,Ramat Gan,Penthouse,5.5,12,120.3,6036000.0,1983.0,2024-09-02,True,False,35.5
10238,Tel Aviv,Apartment,2.0,7,119.7,5068000.0,1974.0,2024-09-28,True,True,47.7
10239,Haifa,Apartment,3.0,4,86.5,1905000.0,1995.0,2025-02-06,True,True,0.0
10240,Tel Aviv,Apartment,4.0,3,94.0,4193000.0,1972.0,2025-10-30,False,True,38.8
10241,Petah Tikva,Villa,5.0,0,214.2,5765000.0,2003.0,2024-04-25,False,True,38.8
10242,Petah Tikva,Apartment,4.0,2,104.3,2241000.0,1995.0,2025-03-10,False,False,
10243,Petah Tikva,Apartment,4.0,11,90.2,2557000.0,2020.0,2025-06-13,True,True,0.0
10244,Ramat Gan,Apartment,4.0,9,119.9,3870000.0,1999.0,2025-03-17,True,True,0.0
10245,Tel Aviv,Apartment,4.0,11,92.4,3834000.0,1986.0,2024-06-20,True,False,17.7
10246,Petah Tikva,Penthouse,5.5,12,210.3,5980000.0,1960.0,2024-01-16,True,True,36.0
10247,Ramat Gan,Apartment,3.5,11,96.2,3800000.0,1993.0,2026-01-21,True,True,0.0
10248,Petah Tikva,Apartment,4.5,5,67.3,1723000.0,1980.0,2026-06-16,True,False,0.0
10249,Petah Tikva,Apartment,4.0,8,117.6,3087000.0,1992.0,2024-02-25,True,True,0.0
10250,Rishon LeZion,Apartment,3.0,2,56.2,1736000.0,1966.0,2025-08-13,False,True,0.0
10251,Ramat Gan,Apartment,4.5,6,85.7,2861000.0,2024.0,2024-04-12,True,True,0.0
10252,Ramat Gan,Apartment,3.5,3,96.3,3493000.0,1962.0,2024-10-10,False,True,42.9
10253,Rishon LeZion,Apartment,3.0,7,96.6,2289000.0,2010.0,2025-12-05,True,False,0.0
10254,Ramat Gan,Apartment,2.0,9,81.4,2581000.0,2013.0,2025-05-31,True,True,7.8
10255,Tel Aviv,Apartment,2.5,2,84.4,4175000.0,2018.0,2025-09-09,False,True,22.0
10256,Jerusalem,Apartment,4.5,8,125.7,4412000.0,1965.0,2024-10-04,True,True,43.7
10257,Petah Tikva,Apartment,4.0,10,101.0,2412000.0,1988.0,2026-06-03,True,True,0.0
10258,Haifa,Apartment,3.0,11,74.9,1623000.0,1976.0,2025-09-03,True,False,0.0
10259,Jerusalem,Apartment,3.5,5,117.3,3851000.0,2019.0,2026-01-19,True,False,45.9
10260,Tel Aviv,Apartment,3.5,6,105.1,4020000.0,1981.0,2024-09-25,True,False,47.2
10261,Haifa,Apartment,2.5,5,128.2,2661000.0,1983.0,2026-04-12,True,True,5.6
10262,Petah Tikva,Apartment,3.0,13,53.1,1211000.0,2010.0,2025-02-03,True,False,0.0
10263,Tel Aviv,Apartment,2.5,11,51.9,2161000.0,2009.0,2025-05-17,True,True,0.0
10264,Jerusalem,Apartment,3.0,5,122.0,4329000.0,1970.0,2024-03-26,True,False,21.9
10265,Rishon LeZion,Apartment,3.0,10,87.9,2257000.0,2015.0,2024-11-15,True,False,0.0
10266,Haifa,Apartment,4.5,2,128.7,2628000.0,2001.0,2024-02-01,False,True,24.2
10267,Haifa,Apartment,3.0,14,80.8,1820000.0,1998.0,2024-12-01,True,True,28.2
10268,Haifa,Apartment,5.0,4,88.2,2202000.0,2007.0,2024-02-20,True,True,31.2
10269,Ramat Gan,Apartment,4.5,13,116.7,3768000.0,2016.0,2024-03-19,True,True,
